655,338,368,930
423,655,834,930
624,362,374,931
232,624,593,931
362,232,326,931
605,21,721,932
425,605,713,932
21,425,566,932
277,691,561,933
667,277,584,933
645,193,381,934
543,645,893,934
193,543,748,934
675,135,434,935
418,675,828,935
135,418,243,935
603,144,867,936
144,562,904,936
537,70,776,937
458,537,820,937
70,458,230,937
584,408,730,938
408,224,528,938
664,189,672,940
405,664,344,940
189,405,207,940
405,667,671,941
507,293,489,942
617,182,898,944
182,479,226,944
628,583,661,945
289,628,244,945
583,289,247,945
543,263,418,946
429,543,432,946
263,429,636,946
589,368,790,947
462,589,709,947
368,462,198,947
524,116,857,948
116,499,392,948
651,539,682,950
202,651,356,950
539,202,197,950
702,338,632,951
338,222,368,951
548,72,809,952
72,466,278,952
706,209,646,953
329,706,342,953
198,600,173,954
531,198,557,954
444,388,420,955
254,444,670,955
589,449,686,956
214,589,790,956
449,214,36,956
567,281,303,957
410,567,446,957
270,363,421,958
692,327,826,959
517,692,862,959
327,517,134,959
632,191,363,960
607,632,758,960
191,607,464,960
184,684,842,961
652,449,524,962
183,652,812,962
449,183,383,962
519,547,906,963
670,291,753,964
181,670,875,964
291,181,635,964
650,641,666,965
325,650,321,965
641,325,467,965
684,355,842,966
271,684,252,966
355,271,902,966
575,168,837,967
323,575,872,967
168,323,152,967
636,405,344,968
190,636,562,968
405,190,941,968
187,490,685,969
559,278,270,970
644,474,781,971
387,644,388,971
474,387,338,971
689,181,875,972
613,258,23,973
335,613,918,973
223,522,841,974
73,548,809,975
487,73,384,975
656,382,762,976
429,656,473,976
382,429,432,976
258,677,783,977
520,258,943,977
342,526,815,978
546,175,181,979
437,546,378,979
175,437,705,979
650,401,718,980
208,650,666,980
401,208,690,980
607,190,607,981
476,638,914,982
611,390,477,983
227,611,63,983
390,227,371,983
627,333,514,984
333,504,186,984
562,708,904,985
689,610,927,986
286,483,552,987
682,118,832,988
118,498,633,988
162,570,505,989
642,159,290,990
159,394,892,990
300,493,924,991
321,300,696,991
553,74,823,992
74,487,384,992
162,619,989,993
403,162,416,993
711,379,719,994
674,711,863,994
379,674,460,994
712,547,963,995
179,712,236,995
657,234,284,996
541,657,662,996
234,541,116,996
569,341,613,997
552,174,621,998
541,552,751,998
174,541,662,998
706,228,342,999
304,706,150,999
228,304,399,999
523,366,761,1000
655,187,880,1001
606,655,717,1001
342,666,978,1002
476,342,982,1002
257,671,403,1003
601,257,178,1003
511,317,506,1004
195,511,704,1004
317,195,886,1004
367,253,772,1005
661,226,624,1006
226,576,546,1006
600,254,145,1007
515,65,777,1008
65,413,217,1008
642,394,990,1009
223,642,974,1009
394,223,715,1009
653,181,972,1010
399,653,889,1010
181,399,635,1010
539,210,165,1011
210,186,387,1011
367,353,1005,1012
225,635,630,1013
610,225,927,1013
553,487,992,1014
487,297,896,1014
471,377,650,1015
377,256,310,1015
686,592,597,1016
592,435,568,1016
709,592,729,1017
153,709,573,1017
592,153,597,1017
393,237,923,1018
629,464,793,1019
368,629,852,1019
464,368,238,1019
635,411,630,1020
523,635,1000,1020
411,523,859,1020
184,707,560,1021
563,184,437,1021
231,654,454,1022
235,517,862,1024
691,264,535,1025
607,691,981,1025
264,607,758,1025
581,497,885,1026
497,431,228,1026
245,709,729,1027
531,600,954,1028
180,531,350,1028
604,508,710,1029
164,604,46,1029
508,164,39,1029
465,309,658,1030
640,32,858,1031
32,509,720,1031
674,570,908,1032
295,674,863,1032
570,295,505,1032
658,370,839,1033
334,658,391,1033
596,288,199,1034
465,705,1030,1035
149,465,444,1035
682,495,907,1036
119,682,832,1036
495,119,497,1036
260,658,839,1037
519,260,471,1037
688,380,45,1038
267,688,590,1038
380,267,846,1038
576,307,409,1039
571,576,792,1039
307,571,300,1039
552,463,773,1040
255,552,644,1040
587,301,881,1041
559,587,970,1041
301,559,853,1041
701,361,527,1042
284,701,98,1042
361,284,687,1042
661,576,1006,1043
207,661,767,1043
576,207,792,1043
533,532,854,1044
643,506,770,1045
280,643,153,1045
506,280,637,1045
551,415,647,1046
415,277,561,1046
572,216,599,1047
216,460,678,1047
67,516,856,1048
507,67,588,1048
213,534,616,1049
551,277,1046,1050
417,551,653,1050
277,417,584,1050
643,279,422,1051
279,371,749,1051
248,420,655,1052
647,344,499,1053
150,647,800,1053
612,669,819,1054
623,454,620,1055
148,623,95,1055
454,148,481,1055
710,226,546,1056
523,710,701,1056
226,523,761,1056
634,410,714,1057
281,634,406,1057
410,281,957,1057
638,481,821,1058
342,638,982,1058
481,342,296,1058
569,426,997,1059
272,569,825,1059
426,272,196,1059
146,610,986,1060
590,146,585,1060
251,663,569,1061
652,426,812,1062
341,652,524,1062
426,341,997,1062
506,505,770,1063
78,506,811,1063
505,78,691,1063
250,188,43,1064
583,156,661,1065
407,583,475,1065
156,407,136,1065
324,378,508,1066
640,509,1031,1067
509,349,1023,1067
669,654,288,1068
381,669,1054,1068
654,381,454,1068
349,702,1023,1069
600,585,1007,1070
180,600,1028,1070
585,180,766,1070
484,288,1034,1071
288,432,534,1071
651,329,356,1072
209,651,682,1072
329,209,953,1072
614,294,939,1073
585,254,1007,1074
534,450,533,1075
450,336,831,1075
115,615,949,1076
499,115,392,1076
695,476,796,1077
218,581,6,1078
316,218,189,1078
384,203,504,1079
203,211,855,1079
468,520,943,1080
315,468,843,1080
149,705,1035,1081
538,149,769,1081
518,255,64,1082
463,518,745,1082
255,463,1040,1082
414,582,651,1083
318,414,53,1083
578,352,302,1084
528,578,847,1084
352,528,361,1084
664,165,373,1085
398,664,672,1085
165,398,65,1085
582,446,728,1086
318,582,1083,1086
446,318,15,1086
315,520,1080,1087
245,315,1027,1087
705,309,1030,1088
309,372,447,1088
538,284,97,1089
428,538,769,1089
284,428,687,1089
677,151,783,1090
151,647,499,1090
524,498,733,1091
117,524,857,1091
498,117,633,1091
703,207,778,1092
207,571,792,1092
690,172,91,1093
442,690,676,1093
172,442,335,1093
633,517,1024,1094
140,633,774,1094
517,140,28,1094
697,254,1074,1095
388,697,380,1095
254,388,955,1095
455,340,877,1096
690,191,676,1097
191,579,461,1097
278,629,793,1098
587,278,970,1098
666,526,978,1099
526,243,485,1099
617,479,944,1100
283,617,104,1100
245,520,1087,1101
347,245,131,1101
616,223,841,1102
349,616,1069,1102
223,349,531,1102
709,195,208,1103
315,709,1027,1103
195,315,886,1103
673,237,1018,1104
558,673,576,1104
237,558,920,1104
690,579,1097,1105
241,690,91,1105
579,241,787,1105
665,179,280,1106
179,547,995,1106
340,663,1061,1107
294,340,1096,1107
471,256,1015,1108
423,471,689,1108
256,423,834,1108
235,633,1024,1109
554,235,622,1109
699,136,829,1110
496,699,407,1110
136,496,606,1110
707,352,361,1111
563,707,1021,1111
352,563,549,1111
643,371,1051,1112
505,643,770,1112
689,146,986,1113
670,689,875,1113
146,670,838,1113
596,484,1034,1114
484,167,289,1114
712,229,297,1115
519,712,963,1115
229,519,471,1115
626,544,791,1116
398,626,426,1116
544,398,332,1116
393,673,1018,1117
671,393,285,1117
514,506,637,1118
77,514,845,1118
506,77,811,1118
608,423,830,1119
423,338,930,1119
605,286,713,1120
627,504,984,1121
183,627,383,1121
553,297,1014,1122
424,553,648,1122
297,424,397,1122
700,244,801,1123
559,700,853,1123
244,559,270,1123
609,259,179,1124
323,609,740,1124
259,323,872,1124
491,472,706,1125
332,491,806,1125
472,332,405,1125
606,187,1001,1126
187,580,969,1126
581,431,1026,1127
316,581,1078,1127
648,575,536,1128
575,259,872,1128
646,294,1073,1129
196,646,227,1129
634,183,362,1130
504,634,714,1130
183,504,1121,1130
572,534,1049,1131
336,572,860,1131
534,336,1075,1131
409,577,668,1132
275,409,119,1132
577,467,799,1133
275,577,1132,1133
524,499,948,1135
282,524,733,1135
499,282,911,1135
663,196,370,1136
294,663,1107,1136
196,294,1129,1136
468,335,771,1137
258,468,943,1137
335,258,973,1137
694,684,961,1138
508,694,912,1138
684,508,252,1138
695,373,1077,1139
420,695,754,1139
694,430,868,1140
184,694,961,1140
430,184,560,1140
520,677,977,1141
347,520,1101,1141
557,512,680,1142
177,557,239,1142
512,177,76,1142
596,167,1114,1143
167,595,70,1143
536,68,870,1144
507,536,942,1144
68,507,588,1144
572,460,1047,1145
213,572,1049,1145
460,213,780,1145
666,243,1099,1146
243,373,1134,1146
527,403,725,1147
166,527,354,1147
403,166,5,1147
625,286,1120,1148
286,622,987,1148
203,178,504,1149
176,203,112,1149
178,176,188,1149
344,240,919,1150
678,369,547,1151
369,250,541,1151
659,404,498,1152
456,659,921,1152
404,456,564,1152
686,378,1066,1153
564,686,869,1153
378,564,293,1153
549,334,618,1154
370,549,634,1154
334,370,1033,1154
666,373,1146,1155
476,666,1002,1155
373,476,1077,1155
619,353,1012,1156
403,619,993,1156
353,403,5,1156
662,150,876,1157
344,662,1150,1157
150,344,1053,1157
562,186,985,1158
169,562,642,1158
186,169,518,1158
691,190,981,1159
667,691,933,1159
190,667,941,1159
133,668,707,1160
630,133,600,1160
248,683,1052,1161
443,216,678,1162
363,443,419,1162
516,66,856,1163
66,515,777,1163
662,240,1150,1164
545,662,876,1164
240,545,395,1164
601,671,1003,1165
599,298,667,1166
298,296,804,1166
629,214,852,1167
587,629,1098,1167
214,587,788,1167
602,283,229,1168
479,602,744,1168
283,479,1100,1168
475,612,803,1169
308,475,273,1169
683,243,1134,1170
672,683,1161,1170
243,672,450,1170
711,295,863,1171
295,601,277,1171
516,515,1163,1172
431,482,657,1173
316,431,1127,1173
711,601,1171,1174
171,711,327,1174
601,171,1165,1174
649,584,643,1175
224,649,494,1175
584,224,938,1175
668,307,626,1176
630,668,1160,1176
307,630,807,1176
670,266,838,1177
322,670,753,1177
266,322,917,1177
608,338,1119,1178
451,608,795,1178
338,451,632,1178
564,316,293,1179
482,564,472,1179
316,482,1173,1179
612,381,1054,1180
308,612,1169,1180
381,308,500,1180
500,251,592,1181
340,500,372,1181
251,340,1061,1181
702,509,1023,1182
451,702,632,1182
509,451,871,1182
574,436,695,1183
436,328,894,1183
615,114,949,1184
114,599,675,1184
635,366,1000,1185
610,635,1013,1185
593,440,118,1186
440,439,900,1186
683,420,1052,1187
373,683,1134,1187
420,373,1139,1187
681,505,903,1188
505,371,1112,1188
697,242,385,1189
585,697,1074,1189
242,585,627,1189
535,529,850,1190
155,535,316,1190
529,155,19,1190
467,660,873,1191
536,293,942,1192
458,536,763,1192
293,458,929,1192
413,614,939,1193
515,413,1008,1193
580,490,969,1194
314,580,67,1194
665,547,1106,1195
326,665,343,1195
547,326,735,1195
689,653,972,1196
438,689,614,1196
640,349,1067,1197
470,640,884,1197
349,470,531,1197
660,470,915,1198
359,660,1191,1198
470,359,540,1198
686,435,1016,1199
324,686,1066,1199
435,324,144,1199
685,532,1044,1200
204,685,752,1200
532,204,448,1200
703,571,1092,1201
131,703,556,1201
571,131,530,1201
606,580,1126,1202
168,606,734,1202
580,168,152,1202
693,275,433,1203
275,467,1133,1203
603,314,603,1204
490,603,867,1204
314,490,1194,1204
696,502,835,1205
145,696,579,1205
502,145,679,1205
702,222,951,1206
616,702,1069,1206
222,616,742,1206
597,239,13,1207
358,597,738,1207
239,358,120,1207
250,679,1064,1208
678,250,1151,1208
450,648,567,1209
147,450,831,1209
515,614,1193,1210
374,515,1172,1210
